threshold,precision,recall,f1,f2,specificity,roc_auc,pr_auc,tn,fp,fn,tp,false_positive_count,false_negative_count,true_positive_count,true_negative_count,total_cost
0.73,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.74,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.75,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.76,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.77,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.78,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.79,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.8,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.81,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.82,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.83,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.84,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.85,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
0.86,0.8888888888888888,0.6153846153846154,0.7272727272727273,0.6557377049180327,0.9998747965443846,0.997707813658734,0.8185717060717062,7986,1,5,8,1.0,5.0,8.0,7986.0,126.0
